code,symbol,issuer,fund_manager,fund_type,establishment_date,listed_date,stop_date,de_listed_date,benchmark
005158,长江乐盈,长江证券(上海)资产管理有限公司,漆志伟 ,Bond,2017-11-24,2017-11-24,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
005159,华泰保兴尊合A,华泰保兴基金管理有限公司,张挺 ,Bond,2017-11-21,2017-11-21,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
005160,华泰保兴尊合C,华泰保兴基金管理有限公司,张挺 ,Bond,2017-11-21,2017-11-21,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
005161,华商上游,华商基金管理有限公司,童立 ,Stock,2017-12-27,2017-12-27,0000-00-00,0000-00-00,20.0％×中证全债指数+80.0％×中证上游资源产业指数
005162,中银如意宝B,中银基金管理有限公司,易芳菲 ,Money,2017-09-15,2017-09-15,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
005164,富荣福锦A,富荣基金管理有限公司,邓宇翔 ,Hybrid,2018-03-16,2018-03-16,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中证全债指数
005165,富荣福锦C,富荣基金管理有限公司,邓宇翔 ,Hybrid,2018-03-16,2018-03-16,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中证全债指数
005166,嘉实润和,嘉实基金管理有限公司,胡永青 刘斌 刘宁 ,Hybrid,2018-02-09,2018-02-09,0000-00-00,0000-00-00,70.0％×中债-总指数+30.0％×中证小盘500指数
005167,嘉实润泽,嘉实基金管理有限公司,胡永青 刘斌 刘宁 ,Hybrid,2018-01-19,2018-01-19,0000-00-00,0000-00-00,70.0％×中债-总指数+30.0％×中证小盘500指数
005168,信达新征程A,信达澳银基金管理有限公司,唐弋迅 ,Hybrid,2018-03-27,2018-03-27,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数
005169,华泰保兴策略A,华泰保兴基金管理有限公司,尚烁徽 张挺 ,Hybrid,2017-12-06,2017-12-06,0000-00-00,0000-00-00,55.0％×沪深300指数+45.0％×中债-总指数-全价指数
005170,华泰保兴策略C,华泰保兴基金管理有限公司,尚烁徽 张挺 ,Hybrid,2017-12-06,2017-12-06,0000-00-00,0000-00-00,55.0％×沪深300指数+45.0％×中债-总指数-全价指数
005171,富国景利,富国基金管理有限公司,朱梦娜 ,Bond,2017-11-09,2017-11-09,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中债-综合指数-财富指数
005172,泰康安悦,泰康资产管理有限责任公司,任翀 ,Bond,2017-11-01,2017-11-01,0000-00-00,0000-00-00,100.0％×中债-新综合指数
005173,富荣富安A,富荣基金管理有限公司,吕晓蓉 ,Bond,2018-04-03,2018-04-03,0000-00-00,0000-00-00,100.0％×中债-总指数-全价指数
005174,富荣富安C,富荣基金管理有限公司,吕晓蓉 ,Bond,2018-04-03,2018-04-03,0000-00-00,0000-00-00,100.0％×中债-总指数-全价指数
005175,国寿消费,国寿安保基金管理有限公司,李丹 张琦 ,Hybrid,2018-02-11,2018-02-11,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中证全债指数
005176,富国精准,富国基金管理有限公司,于洋 ,Hybrid,2017-11-16,2017-11-16,0000-00-00,0000-00-00,50.0％×中债-综合指数-全价指数+50.0％×中证精准医疗主题指数
005177,华夏睿磐泰利A,华夏基金管理有限公司,宋洋 张弘弢 ,Hybrid,2019-02-27,2019-02-27,0000-00-00,0000-00-00,80.0％×上海证券交易所国债指数+20.0％×中证800指数
005178,华夏睿磐泰利C,华夏基金管理有限公司,宋洋 张弘弢 ,Hybrid,2019-02-27,2019-02-27,0000-00-00,0000-00-00,80.0％×上海证券交易所国债指数+20.0％×中证800指数
005179,信达新起点A,信达澳银基金管理有限公司,唐弋迅 王咏辉 ,Hybrid,2018-05-04,2018-05-04,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数
005183,博时中国A股,博时基金管理有限公司,,Stock,2017-09-29,2017-09-29,2019-06-30,2019-06-30,95.0％×富时中国A全指+5.0％×活期存款利率(税后)
005185,国泰招惠,国泰基金管理有限公司,陈雷 吴晨 ,Bond,2018-01-24,2018-01-24,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数
005186,长安鑫兴A,长安基金管理有限公司,林忠晶 ,Hybrid,2017-11-29,2017-11-29,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数
005187,长安鑫兴C,长安基金管理有限公司,林忠晶 ,Hybrid,2017-11-29,2017-11-29,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数
005188,海富通量化C,海富通基金管理有限公司,杜晓海 ,Stock,2018-02-08,2018-02-08,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×中证小盘500指数
005189,海富通量化A,海富通基金管理有限公司,杜晓海 ,Stock,2018-02-08,2018-02-08,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×中证小盘500指数
005191,博时鑫和A,博时基金管理有限公司,,Hybrid,2017-12-13,2017-12-13,2018-04-19,2018-04-19,50.0％×沪深300指数+50.0％×中证综合债券指数
005192,博时鑫和C,博时基金管理有限公司,,Hybrid,2017-12-13,2017-12-13,2018-04-19,2018-04-19,50.0％×沪深300指数+50.0％×中证综合债券指数
005193,北信鼎利C,北信瑞丰基金管理有限公司,辇大吉 ,Bond,2018-01-25,2018-01-25,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中证综合债券指数
005194,南方天天利E,南方基金管理股份有限公司,蔡奕奕 夏晨曦 ,Money,2017-09-13,2017-09-13,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
005197,工银沪港深精选A,工银瑞信基金管理有限公司,郝康 ,Hybrid,2017-11-09,2017-11-09,0000-00-00,0000-00-00,50.0％×香港恒生指数+50.0％×中债-综合指数-财富指数
005198,工银沪港深精选C,工银瑞信基金管理有限公司,郝康 ,Hybrid,2017-11-09,2017-11-09,0000-00-00,0000-00-00,50.0％×香港恒生指数+50.0％×中债-综合指数-财富指数
005200,浦银普瑞A,浦银安盛基金管理有限公司,章潇枫 钟明 ,Bond,2018-12-13,2018-12-13,0000-00-00,0000-00-00,100.0％×中证综合债券指数
005201,浦银普瑞C,浦银安盛基金管理有限公司,章潇枫 钟明 ,Bond,2018-12-13,2018-12-13,0000-00-00,0000-00-00,100.0％×中证综合债券指数
005202,兴业稳天盈B,兴业基金管理有限公司,丁进 刘禹含 ,Money,2017-09-11,2017-09-11,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
005206,南方成长C,南方基金管理股份有限公司,骆帅 ,Hybrid,2017-12-01,2017-12-01,0000-00-00,0000-00-00,40.0％×上海证券交易所国债指数+60.0％×沪深300指数
005207,南方高端C,南方基金管理股份有限公司,骆帅 ,Hybrid,2017-12-01,2017-12-01,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×中证装备产业指数
005208,国寿安裕,国寿安保基金管理有限公司,董瑞倩 黄力 ,Bond,2017-11-14,2017-11-14,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
005209,东吴双三角A,东吴基金管理有限公司,胡启聪 彭敢 ,Stock,2017-12-05,2017-12-05,0000-00-00,0000-00-00,20.0％×中债-总指数+30.0％×中证长三角龙头企业指数+30.0％×中证珠三角沿海区域发展主题指数+20.0％×恒生综合指数
005210,东吴双三角C,东吴基金管理有限公司,胡启聪 彭敢 ,Stock,2017-12-05,2017-12-05,0000-00-00,0000-00-00,20.0％×中债-总指数+30.0％×中证长三角龙头企业指数+30.0％×中证珠三角沿海区域发展主题指数+20.0％×恒生综合指数
005211,银河智慧,银河基金管理有限公司,袁曦 ,Hybrid,2017-12-01,2017-12-01,0000-00-00,0000-00-00,30.0％×上海证券交易所国债指数+70.0％×中证800指数
005212,汇安稳裕,汇安基金管理有限责任公司,沈宏伟 杨芳 ,Bond,2018-03-27,2018-03-27,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中债-综合指数
005213,华夏鼎旺A,华夏基金管理有限公司,柳万军 张海静 ,Bond,2018-02-01,2018-02-01,0000-00-00,0000-00-00,100.0％×中债-综合指数
005214,华夏鼎旺C,华夏基金管理有限公司,柳万军 张海静 ,Bond,2018-02-01,2018-02-01,0000-00-00,0000-00-00,100.0％×中债-综合指数
005215,南方全天候A,南方基金管理股份有限公司,李文良 夏莹莹 ,Hybrid,2017-10-19,2017-10-19,0000-00-00,0000-00-00,85.0％×上海证券交易所国债指数+15.0％×沪深300指数
005216,南方全天候C,南方基金管理股份有限公司,李文良 夏莹莹 ,Hybrid,2017-10-19,2017-10-19,0000-00-00,0000-00-00,85.0％×上海证券交易所国债指数+15.0％×沪深300指数
005217,建信福泽,建信基金管理有限责任公司,姜华 梁珉 王锐 ,Hybrid,2017-11-02,2017-11-02,0000-00-00,0000-00-00,20.0％×中证800指数+80.0％×中债-综合指数-财富指数
005218,华夏聚惠A,华夏基金管理有限公司,李晓易 郑铮 ,Hybrid,2017-11-03,2017-11-03,0000-00-00,0000-00-00,80.0％×上海证券交易所国债指数+20.0％×沪深300指数
005219,华夏聚惠C,华夏基金管理有限公司,李晓易 郑铮 ,Hybrid,2017-11-03,2017-11-03,0000-00-00,0000-00-00,80.0％×上海证券交易所国债指数+20.0％×沪深300指数
005220,海富通聚优,海富通基金管理有限公司,姜萍 ,Hybrid,2017-11-06,2017-11-06,0000-00-00,0000-00-00,30.0％×上海证券交易所国债指数+70.0％×沪深300指数
005221,泰达全能A,泰达宏利基金管理有限公司,张晓龙 ,Hybrid,2017-11-02,2017-11-02,0000-00-00,0000-00-00,20.0％×沪深300指数+70.0％×中证综合债券指数+10.0％×中证商品期货成份指数
005222,泰达全能C,泰达宏利基金管理有限公司,张晓龙 ,Hybrid,2017-11-02,2017-11-02,0000-00-00,0000-00-00,20.0％×沪深300指数+70.0％×中证综合债券指数+10.0％×中证商品期货成份指数
005223,广发基建工程A,广发基金管理有限公司,霍华明 ,Stock,2018-02-01,2018-02-01,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证基建工程指数
005224,广发基建工程C,广发基金管理有限公司,霍华明 ,Stock,2018-02-01,2018-02-01,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证基建工程指数
005225,广发量化多因子,广发基金管理有限公司,赵杰 ,Hybrid,2018-03-21,2018-03-21,0000-00-00,0000-00-00,10.0％×活期存款利率(税后)+90.0％×沪深300指数
005226,山证改革,山西证券股份有限公司,蔡文 刘俊清 ,Hybrid,2018-01-12,2018-01-12,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证综合债券指数
005228,汇添富港股通,汇添富基金管理股份有限公司,杨威风 佘中强 ,Hybrid,2017-11-10,2017-11-10,0000-00-00,0000-00-00,60.0％×香港恒生指数+40.0％×中债-综合指数-全价指数
005229,嘉实A50ETF联接C,嘉实基金管理有限公司,陈正宪 刘珈吟 ,Stock,2018-02-05,2018-02-05,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×富时中国A50指数
005230,长盛货币B,长盛基金管理有限公司,段鹏 ,Money,2017-10-10,2017-10-10,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)
005231,红塔盛通A,红塔红土基金管理有限公司,罗薇 赵耀 ,Hybrid,2017-12-07,2017-12-07,0000-00-00,0000-00-00,45.0％×中债-总指数+55.0％×沪深300指数
005232,红塔盛通C,红塔红土基金管理有限公司,罗薇 赵耀 ,Hybrid,2017-12-07,2017-12-07,0000-00-00,0000-00-00,45.0％×中债-总指数+55.0％×沪深300指数
005233,广发睿毅,广发基金管理有限公司,林英睿 ,Hybrid,2017-12-14,2017-12-14,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中证全债指数
005234,广发汇吉,广发基金管理有限公司,代宇 洪志 ,Bond,2018-01-29,2018-01-29,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中债-综合指数-财富指数
005235,银华食品饮料A,银华基金管理股份有限公司,马君 ,Stock,2017-11-09,2017-11-09,0000-00-00,0000-00-00,10.0％×活期存款利率(税后)+90.0％×中信证券-食品饮料
005236,银华食品饮料C,银华基金管理股份有限公司,马君 ,Stock,2017-11-09,2017-11-09,0000-00-00,0000-00-00,10.0％×活期存款利率(税后)+90.0％×中信证券-食品饮料
005237,银华医疗健康A,银华基金管理股份有限公司,马君 ,Stock,2017-11-09,2017-11-09,0000-00-00,0000-00-00,10.0％×活期存款利率(税后)+90.0％×中信证券-医药
005238,银华医疗健康C,银华基金管理股份有限公司,马君 ,Stock,2017-11-09,2017-11-09,0000-00-00,0000-00-00,10.0％×活期存款利率(税后)+90.0％×中信证券-医药
005239,银华文体娱乐A,银华基金管理股份有限公司,李宜璇 ,Stock,2017-11-09,2017-11-09,0000-00-00,0000-00-00,10.0％×活期存款利率(税后)+90.0％×中证文体指数
005240,银华文体娱乐C,银华基金管理股份有限公司,李宜璇 ,Stock,2017-11-09,2017-11-09,0000-00-00,0000-00-00,10.0％×活期存款利率(税后)+90.0％×中证文体指数
005241,中欧智慧A,中欧基金管理有限公司,成雨轩 周应波 ,Hybrid,2018-01-25,2018-01-25,0000-00-00,0000-00-00,60.0％×沪深300指数+20.0％×香港恒生指数+20.0％×中债-综合指数
005242,中欧智慧C,中欧基金管理有限公司,成雨轩 周应波 ,Hybrid,2018-01-25,2018-01-25,0000-00-00,0000-00-00,60.0％×沪深300指数+20.0％×香港恒生指数+20.0％×中债-综合指数
005243,融通中国,融通基金管理有限公司,成涛 ,QDII,2017-11-27,2017-11-27,0000-00-00,0000-00-00,100.0％×富时中国美元债券指数
005244,国泰聚优A,国泰基金管理有限公司,程洲 ,Hybrid,2017-11-15,2017-11-15,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中债-综合指数
005245,国泰聚优C,国泰基金管理有限公司,程洲 ,Hybrid,2017-11-15,2017-11-15,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中债-综合指数
005246,国泰可转债,国泰基金管理有限公司,李海 ,Bond,2017-12-28,2017-12-28,0000-00-00,0000-00-00,10.0％×沪深300指数+30.0％×中证综合债券指数+60.0％×中证可转换债券指数
005247,国都量化,国都证券股份有限公司,程广飞 ,Hybrid,2017-12-27,2017-12-27,0000-00-00,0000-00-00,40.0％×中债-总指数+60.0％×沪深300指数
005250,银华估值,银华基金管理股份有限公司,程桯 胡晓晖 李晓星 倪明 张萍 ,Hybrid,2017-11-03,2017-11-03,0000-00-00,0000-00-00,50.0％×沪深300指数+30.0％×香港恒生指数+20.0％×中债-综合指数-财富指数
005251,银华多元动力,银华基金管理股份有限公司,贾鹏 ,Hybrid,2017-12-14,2017-12-14,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数
005252,中海添瑞,中海基金管理有限公司,刘俊 ,Hybrid,2018-01-19,2018-01-19,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中证全债指数
005255,浦银港股通,浦银安盛基金管理有限公司,IKEDA KAE 罗雯 ,Hybrid,2018-01-24,2018-01-24,0000-00-00,0000-00-00,45.0％×中证综合债券指数+55.0％×恒生综合指数
005256,富国新优选A,富国基金管理有限公司,蔡耀华 肖威兵 俞晓斌 ,Hybrid,2018-01-12,2018-01-12,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数
005257,富国新优选C,富国基金管理有限公司,蔡耀华 肖威兵 俞晓斌 ,Hybrid,2018-01-12,2018-01-12,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数
005258,景顺量化平衡,景顺长城基金管理有限公司,黎海威 徐喻军 ,Hybrid,2017-12-27,2017-12-27,0000-00-00,0000-00-00,40.0％×一年定期存款利率(税后)+60.0％×中证800指数
005259,建信龙头,建信基金管理有限责任公司,刘克飞 姚锦 ,Stock,2018-01-24,2018-01-24,0000-00-00,0000-00-00,60.0％×沪深300指数+20.0％×香港恒生指数+20.0％×中债-综合指数-全价指数
005260,银华增利A,银华基金管理股份有限公司,马君 ,Hybrid,2017-12-15,2017-12-15,0000-00-00,0000-00-00,50.0％×中债-总指数+50.0％×中证800指数
005261,银华增利C,银华基金管理股份有限公司,马君 ,Hybrid,2017-12-15,2017-12-15,0000-00-00,0000-00-00,50.0％×中债-总指数+50.0％×中证800指数
005262,鑫元欣享A,鑫元基金管理有限公司,陈令朝 丁玥 王美芹 ,Hybrid,2017-12-14,2017-12-14,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数
005263,鑫元欣享C,鑫元基金管理有限公司,陈令朝 丁玥 王美芹 ,Hybrid,2017-12-14,2017-12-14,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数
005264,国都多策略,国都证券股份有限公司,程广飞 杨志刚 ,Hybrid,2018-05-25,2018-05-25,0000-00-00,0000-00-00,40.0％×中债-总指数+60.0％×沪深300指数
005265,博时厚泽A,博时基金管理有限公司,周心鹏 ,Hybrid,2017-11-22,2017-11-22,0000-00-00,0000-00-00,50.0％×中债-综合指数-财富指数+50.0％×中证全指指数
005266,博时厚泽C,博时基金管理有限公司,周心鹏 ,Hybrid,2017-11-22,2017-11-22,0000-00-00,0000-00-00,50.0％×中债-综合指数-财富指数+50.0％×中证全指指数
005267,嘉实价值精选,嘉实基金管理有限公司,谭丽 ,Stock,2017-11-06,2017-11-06,0000-00-00,0000-00-00,45.0％×沪深300指数+45.0％×香港恒生指数+10.0％×中债-综合指数-财富指数
005268,鹏华优势,鹏华基金管理有限公司,陈璇淼 ,Stock,2017-11-29,2017-11-29,0000-00-00,0000-00-00,80.0％×沪深300指数+20.0％×中证综合债券指数
005269,华泰港股通,华泰柏瑞基金管理有限公司,盛豪 田汉卿 ,Hybrid,2017-12-20,2017-12-20,0000-00-00,0000-00-00,10.0％×活期存款利率(税后)+90.0％×香港恒生指数
005270,太平改革,太平基金管理有限公司,梁鹏 ,Hybrid,2017-12-01,2017-12-01,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中证全债指数
005271,安信恒利A,安信基金管理有限责任公司,杨凯玮 ,Bond,2018-09-26,2018-09-26,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-总指数-全价指数
005272,安信恒利C,安信基金管理有限责任公司,杨凯玮 ,Bond,2018-09-26,2018-09-26,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-总指数-全价指数
005273,华商可转债A,华商基金管理有限公司,张永志 ,Bond,2017-12-22,2017-12-22,0000-00-00,0000-00-00,10.0％×中证800指数+10.0％×中证全债指数+80.0％×中证可转换债券指数
005274,中银景福回报,中银基金管理有限公司,涂海强 ,Hybrid,2018-04-17,2018-04-17,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数
005275,中欧创新成长A,中欧基金管理有限公司,王培 ,Hybrid,2018-03-26,2018-03-26,0000-00-00,0000-00-00,10.0％×香港恒生指数+50.0％×中证小盘500指数+40.0％×中债-综合指数
005276,中欧创新成长C,中欧基金管理有限公司,王培 ,Hybrid,2018-03-26,2018-03-26,0000-00-00,0000-00-00,10.0％×香港恒生指数+50.0％×中证小盘500指数+40.0％×中债-综合指数
005277,海富通融丰,海富通基金管理有限公司,夏妍妍 张靖爽 ,Bond,2018-02-11,2018-02-11,0000-00-00,0000-00-00,100.0％×中证全债指数
005278,中欧优势,中欧基金管理有限公司,,Hybrid,2018-06-13,2018-06-13,2018-11-15,2018-11-15,60.0％×沪深300指数+40.0％×中债-综合指数
005279,华泰资管低波动,华泰证券(上海)资产管理有限公司,毛甜 熊志勇 ,Stock,2017-12-01,2017-12-01,0000-00-00,0000-00-00,100.0％×中证红利低波动指数
005280,安信阿尔法,安信基金管理有限责任公司,徐黄玮 ,Hybrid,2017-12-06,2017-12-06,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)
005281,中科转型,中科沃土基金管理有限公司,杨凡 ,Hybrid,2018-01-25,2018-01-25,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数-全价指数
005282,中金价值A,中金基金管理有限公司,,Hybrid,2017-12-27,2017-12-27,2019-02-15,2019-02-15,50.0％×沪深300指数+50.0％×中债-综合指数-财富指数
005283,中金价值C,中金基金管理有限公司,,Hybrid,2017-12-27,2017-12-27,2019-02-15,2019-02-15,50.0％×沪深300指数+50.0％×中债-综合指数-财富指数
005284,华商可转债C,华商基金管理有限公司,张永志 ,Bond,2017-12-22,2017-12-22,0000-00-00,0000-00-00,10.0％×中证800指数+10.0％×中证全债指数+80.0％×中证可转换债券指数
005285,广发10年C,广发基金管理有限公司,王予柯 ,Bond,2017-11-15,2017-11-15,0000-00-00,0000-00-00,100.0％×中证10年期国开债指数
005286,银华岁丰,银华基金管理股份有限公司,吴文明 ,Bond,2018-02-11,2018-02-11,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
005287,海富通创业板C,海富通基金管理有限公司,杜晓海 ,Stock,2018-04-08,2018-04-08,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×创业板综合指数
005288,海富通创业板A,海富通基金管理有限公司,杜晓海 ,Stock,2018-04-08,2018-04-08,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×创业板综合指数
005289,融通通昊,融通基金管理有限公司,黄浩荣 张一格 ,Bond,2018-04-17,2018-04-17,0000-00-00,0000-00-00,100.0％×中债-综合指数
005290,诺德新盛,诺德基金管理有限公司,应颖 张倩 ,Hybrid,2017-12-20,2017-12-20,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中证全债指数
005291,华富星玉衡A,华富基金管理有限公司,张惠 ,Hybrid,2017-12-13,2017-12-13,0000-00-00,0000-00-00,70.0％×上海证券交易所国债指数+30.0％×沪深300指数
005292,华富星玉衡C,华富基金管理有限公司,张惠 ,Hybrid,2017-12-13,2017-12-13,0000-00-00,0000-00-00,70.0％×上海证券交易所国债指数+30.0％×沪深300指数
005293,诺德新旺,诺德基金管理有限公司,刘先政 ,Hybrid,2018-02-07,2018-02-07,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中证全债指数
005294,诺德新宜,诺德基金管理有限公司,顾钰 张倩 ,Hybrid,2018-01-12,2018-01-12,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中证全债指数
005295,诺德天富,诺德基金管理有限公司,马天翼 曾文宏 张倩 ,Hybrid,2018-02-07,2018-02-07,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中证全债指数
005296,南华丰淳A,南华基金管理有限公司,曹进前 刘斐 ,Hybrid,2017-12-26,2017-12-26,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中债-综合指数-全价指数
005297,南华丰淳C,南华基金管理有限公司,曹进前 刘斐 ,Hybrid,2017-12-26,2017-12-26,0000-00-00,0000-00-00,75.0％×沪深300指数+25.0％×中债-综合指数-全价指数
005298,国开睿富,国开泰富基金管理有限责任公司,方龙 王婷婷 ,Bond,2018-12-19,2018-12-19,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中债-综合指数-财富指数
005299,万家成长A,万家基金管理有限公司,李文宾 ,Hybrid,2018-02-01,2018-02-01,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数
005300,万家成长C,万家基金管理有限公司,李文宾 ,Hybrid,2018-02-01,2018-02-01,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数
005301,前海景鑫A,前海开源基金管理有限公司,谭荐丰 魏淳 ,Hybrid,2018-01-26,2018-01-26,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
005302,前海景鑫C,前海开源基金管理有限公司,谭荐丰 魏淳 ,Hybrid,2018-01-26,2018-01-26,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
005303,嘉实医药A,嘉实基金管理有限公司,颜媛 ,Stock,2017-12-04,2017-12-04,0000-00-00,0000-00-00,70.0％×中证医药卫生指数+20.0％×中债-综合指数-财富指数+10.0％×中证全指医疗保健设备与服务指数
005304,嘉实医药C,嘉实基金管理有限公司,颜媛 ,Stock,2017-12-04,2017-12-04,0000-00-00,0000-00-00,70.0％×中证医药卫生指数+20.0％×中债-综合指数-财富指数+10.0％×中证全指医疗保健设备与服务指数
005305,长信合利A,长信基金管理有限责任公司,黄韵 朱垚 ,Hybrid,2019-06-11,2019-06-11,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中债-综合指数
005306,长信合利C,长信基金管理有限责任公司,黄韵 朱垚 ,Hybrid,2019-06-11,2019-06-11,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中债-综合指数
005307,财通资管鸿达A,财通证券资产管理有限公司,宫志芳 ,Bond,2019-01-03,2019-01-03,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
005308,财通资管鸿达C,财通证券资产管理有限公司,宫志芳 ,Bond,2019-01-03,2019-01-03,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
005309,中银证券汇嘉,中银国际证券股份有限公司,吕文晔 王玉玺 ,Bond,2018-03-26,2018-03-26,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
005310,广发电子,广发基金管理有限公司,观富钦 ,Stock,2017-12-11,2017-12-11,0000-00-00,0000-00-00,10.0％×活期存款利率(税后)+80.0％×中证全指信息技术指数+10.0％×中证全指电信业务指数
005311,万家新动能A,万家基金管理有限公司,李文宾 ,Hybrid,2018-09-17,2018-09-17,0000-00-00,0000-00-00,30.0％×上海证券交易所国债指数+70.0％×沪深300指数
005312,万家新动能C,万家基金管理有限公司,李文宾 ,Hybrid,2018-09-17,2018-09-17,0000-00-00,0000-00-00,30.0％×上海证券交易所国债指数+70.0％×沪深300指数
005313,万家1000A,万家基金管理有限公司,陈旭 ,Stock,2018-12-03,2018-12-03,0000-00-00,0000-00-00,5.0％×一年定期存款利率(税后)+95.0％×中证1000指数
005314,万家1000C,万家基金管理有限公司,陈旭 ,Stock,2018-12-03,2018-12-03,0000-00-00,0000-00-00,5.0％×一年定期存款利率(税后)+95.0％×中证1000指数
005315,泰达交利A,泰达宏利基金管理有限公司,傅浩 ,Bond,2017-12-27,2017-12-27,0000-00-00,0000-00-00,100.0％×中债-总指数-全价指数
005316,泰达交利C,泰达宏利基金管理有限公司,傅浩 ,Bond,2017-12-27,2017-12-27,0000-00-00,0000-00-00,100.0％×中债-总指数-全价指数
005317,万家瑞舜A,万家基金管理有限公司,苏谋东 ,Hybrid,2018-02-02,2018-02-02,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
005318,万家瑞舜C,万家基金管理有限公司,苏谋东 ,Hybrid,2018-02-02,2018-02-02,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
005321,中银证券汇宇,中银国际证券股份有限公司,陈渭泉 王玉玺 ,Bond,2017-11-17,2017-11-17,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
005322,中银丰禧,中银基金管理有限公司,郑涛 ,Bond,2017-12-27,2017-12-27,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
005323,前海泽鑫A,前海开源基金管理有限公司,谭荐丰 ,Hybrid,2018-01-24,2018-01-24,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
005324,前海泽鑫C,前海开源基金管理有限公司,谭荐丰 ,Hybrid,2018-01-24,2018-01-24,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
005325,景顺泰恒A,景顺长城基金管理有限公司,徐喻军 ,Hybrid,2018-01-25,2018-01-25,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中证综合债券指数
